title,year,binary,budget_2013,domgross_2013,gross_millions,log_gross
Showgirls,1995,PASS,61151178,31111815,31.111815,3.437587650577089
Species,1995,FAIL,53507281,91810008,91.810008,4.519721311292082
Tank Girl,1995,PASS,38219486,6213469,6.213469,1.826719355114909
The American President,1995,PASS,94784326,91761643,91.761643,4.519194378066221
The Bridges of Madison County,1995,PASS,33633148,109333135,109.333135,4.694399505689998
The Incredibly True Adventures of Two Girls in Love,1995,PASS,382195,3379226,3.379226,1.2176466891889388
The Net,1995,PASS,33633148,77389465,77.389465,4.348850660220612
The Quick and the Dead,1995,FAIL,48920943,28362620,28.36262,3.3450720810357493
The Usual Suspects,1995,FAIL,9172677,35684110,35.68411,3.5747054916608425
Toy Story,1995,FAIL,45863384,293190647,293.190647,5.68082306977654
Twelve Monkeys,1995,FAIL,44334604,87356689,87.356689,4.469999610637322
Waterworld,1995,FAIL,267536405,134909008,134.909008,4.90460053637351
Welcome to the Dollhouse,1995,PASS,1223024,6418026,6.418026,1.859110593785723
Ace Ventura: Pet Detective,1994,FAIL,18859976,113501532,113.501532,4.7318163346277196
Beverly Hills Cop III,1994,FAIL,78583235,66932266,66.932266,4.2036811528071825
Clerks.,1994,FAIL,42435,4830398,4.830398,1.574928865925966
Crooklyn,1994,PASS,22003306,20469628,20.469628,3.0189422265720647
Dumb & Dumber,1994,FAIL,25146635,199877046,199.877046,5.297702407499475
Ed Wood,1994,PASS,28289965,9160394,9.160394,2.2148891908614385
Forrest Gump,1994,FAIL,86441558,518169206,518.169206,6.2503018414298195
Legends of the Fall,1994,PASS,47149941,104519746,104.519746,4.649376010492551
Little Women,1994,PASS,23574970,78588426,78.588426,4.364224436684137
Naked Gun 33 1/3: The Final Insult,1994,FAIL,47149941,80220683,80.220683,4.384781374391925
Police Academy: Mission to Moscow,1994,FAIL,15716647,198418,0.198418,-1.61737936244025
Priest,1994,PASS,94299882,45793007,45.793007,3.8241313938729884
Pulp Fiction,1994,PASS,12573318,169627825,169.627825,5.133606772401023
Speed,1994,PASS,47149941,190561429,190.561429,5.249974604529335
Stargate,1994,FAIL,86441558,112477236,112.477236,4.7227508545029595
Street Fighter,1994,PASS,55008264,52529749,52.529749,3.961379656732486
The Client,1994,PASS,70724911,144774225,144.774225,4.975175459963352
The Hudsucker Proxy,1994,FAIL,62866588,4426622,4.426622,1.4876367649678244
The Lion King,1994,FAIL,124633011,664468621,664.468621,6.498987655066901
The Mask,1994,FAIL,28289965,188474233,188.474233,5.238961302584245
The Santa Clause,1994,FAIL,34576623,227629474,227.629474,5.427719192989154
The Shadow,1994,FAIL,62866588,50034889,50.034889,3.9127205420928717
The Shawshank Redemption,1994,FAIL,39291617,44386120,44.38612,3.7929268079520577
The Specialist,1994,FAIL,70724911,90154744,90.154744,4.501527571670199
Timecop,1994,FAIL,44006612,70494790,70.49479,4.255538806378211
True Lies,1994,FAIL,157166470,229906901,229.906901,5.437674448717492
Cliffhanger,1993,FAIL,104809829,135525899,135.525899,4.909162758586861
Cool Runnings,1993,FAIL,22574425,111027894,111.027894,4.709781467039755
Dazed and Confused,1993,PASS,11125966,12820482,12.820482,2.551044048289656
Gettysburg,1993,FAIL,40311473,17304904,17.304904,2.8509899295423042
Groundhog Day,1993,FAIL,23541900,114334580,114.33458,4.739129062228471
Hocus Pocus,1993,PASS,45148849,63467174,63.467174,4.150522827354685
Jurassic Park,1993,PASS,101584911,638063379,638.063379,6.458437618536278
Mrs. Doubtfire,1993,PASS,40311473,353443011,353.443011,5.867722258761821
Pieces of April,1993,PASS,483738,4077367,4.077367,1.4054514369553013
Schindler's List,1993,PASS,40311473,154904378,154.904378,5.04280801041916
Super Mario Bros.,1993,FAIL,67723274,33611556,33.611556,3.5148699364107134
The Age of Innocence,1993,PASS,54823603,51622860,51.62286,3.943964597637503
The Fugitive,1993,FAIL,70948192,296492106,296.492106,5.692020594137319
The Princess and the Cobbler,1993,FAIL,38699014,1079180,1.07918,0.07620149349357667
The Remains of the Day,1993,FAIL,24186884,37013943,37.013943,3.611294679496517
Tombstone,1993,PASS,40311473,91112095,91.112095,4.512090561644261
A Few Good Men,1992,FAIL,54791459,234673774,234.673774,5.458196353963111
A League of Their Own,1992,PASS,66413889,178543655,178.543655,5.184833137144678
Aladdin,1992,FAIL,46489723,360876835,360.876835,5.888536722833351
Alien 3,1992,FAIL,91319098,91198182,91.198182,4.51303496267107
Army of Darkness,1992,FAIL,18263820,19098934,19.098934,2.949632521976739
Batman Returns,1992,FAIL,132827779,270360376,270.360376,5.599755794969461
Buffy the Vampire Slayer,1992,PASS,11622431,23629512,23.629512,3.162496439271644
Death Becomes Her,1992,PASS,91319098,97001885,97.001885,4.574730411304255
El Mariachi,1992,FAIL,11622,3388636,3.388636,1.220427480541896
Glengarry Glen Ross,1992,FAIL,20754340,17807603,17.807603,2.8796255009333858
Hero,1992,FAIL,69734584,32355474,32.355474,3.4767832183787393
Home Alone 2: Lost in New York,1992,FAIL,33206945,288212232,288.212232,5.663697125412845
Malcolm X,1992,FAIL,58112153,79978777,79.978777,4.381761311978928
My Cousin Vinny,1992,FAIL,18263820,87880798,87.880798,4.4759813280395875
Reservoir Dogs,1992,FAIL,1992417,4702152,4.702152,1.5480202762648845
The Crying Game,1992,FAIL,6641389,103849232,103.849232,4.64294015501312
The Mighty Ducks,1992,FAIL,16603472,84266502,84.266502,4.433984419488759
The Muppet Christmas Carol,1992,FAIL,19924167,45296775,45.296775,3.8132358379017335
The Player,1992,PASS,13282778,36039665,36.039665,3.584620137469411
Wayne's World,1992,FAIL,33206945,202059814,202.059814,5.308563762480505
Beauty and the Beast,1991,PASS,34216807,374591278,374.591278,5.9258355062365204
Bill & Ted's Bogus Journey,1991,FAIL,34216807,64220970,64.22097,4.162329792876168
Hook,1991,FAIL,119758826,204710301,204.710301,5.321595813824171
Hudson Hawk,1991,PASS,111204624,29458817,29.458817,3.3829932540842806
Robin Hood: Prince of Thieves,1991,FAIL,85542018,283133658,283.133658,5.645919075902186
Slacker,1991,PASS,39349,2100070,2.10007,0.7419706775071675
Star Trek VI: The Undiscovered Country,1991,FAIL,46192690,128123117,128.123117,4.852991653199311
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,PASS,42771009,134569251,134.569251,4.902078943861465
Terminator 2: Judgement Day,1991,FAIL,171084037,350481895,350.481895,5.859309050361603
The Addams Family,1991,PASS,51325211,194184224,194.184224,5.268807316718074
The Naked Gun 2 1/2: The Smell of Fear,1991,FAIL,39349328,148724056,148.724056,5.002092615768567
The Silence of the Lambs,1991,PASS,34216807,223652543,223.652543,5.410093700259106
White Fang,1991,FAIL,23951765,59415931,59.415931,4.0845623890629685
Back to the Future Part III,1990,FAIL,71319016,156307443,156.307443,5.051824856255249
Child's Play 2,1990,PASS,23178680,47970190,47.97019,3.8705797763149676
Dark Angel (I Come in Peace),1990,FAIL,12480828,7796169,7.796169,2.0536324591938335
Die Hard 2,1990,FAIL,124808278,209185588,209.185588,5.343221838804289
Edward Scissorhands,1990,PASS,35659508,96239640,96.23964,4.566841331011048
Flatliners,1990,PASS,46357360,109310929,109.310929,4.69419638103461
Ghost,1990,FAIL,39225459,388031265,388.031265,5.961085916273795
Goodfellas,1990,FAIL,44574385,83343062,83.343062,4.422965366380087
Home Alone,1990,FAIL,26744631,509505267,509.505267,6.233440190195216
Nikita,1990,PASS,12480828,8946919,8.946919,2.1913092272105175
Predator 2,1990,FAIL,62404139,50489429,50.489429,3.9217639876367425
Pretty Woman,1990,PASS,24961656,318093987,318.093987,5.762346895715702
The Hunt for Red October,1990,FAIL,53489262,215222722,215.222722,5.371673408215731
Total Recall,1990,FAIL,222871925,104977970,104.97797,4.653750518620616
Tremors,1990,PASS,17829754,29717001,29.717001,3.3917193062788167
Back to the Future Part II,1989,PASS,75183554,222637302,222.637302,5.405543998926459
Batman,1989,FAIL,65785609,472131898,472.131898,6.157258391463351
Bill & Ted's Excellent Adventure,1989,FAIL,18795888,76095227,76.095227,4.331985542795527
Dead Poets Society,1989,FAIL,30825257,180177604,180.177604,5.193943053321579
Henry V,1989,PASS,16916300,19098688,19.098688,2.949619641593766
Indiana Jones and the Last Crusade,1989,FAIL,90220264,370601926,370.601926,5.915128510815629
Licence to Kill,1989,FAIL,78942731,65159735,65.159735,4.1768417168133585
Major League,1989,FAIL,20675477,93590469,93.590469,4.538928551375756
Road House,1989,FAIL,18795888,56481697,56.481697,4.033916638767608
"Sex, Lies, and Videotape",1989,FAIL,2255507,46504161,46.504161,3.8395417924608357
Star Trek V: The Final Frontier,1989,FAIL,56387665,98133425,98.133425,4.586328032289436
The Abyss,1989,PASS,131571219,101954772,101.954772,4.624529303183499
Troop Beverly Hills,1989,PASS,33832599,13515193,13.515193,2.6038144600555992
UHF,1989,FAIL,9397944,11572924,11.572924,2.4486682318349593
Action Jackson,1988,FAIL,13787529,39899139,39.899139,3.6863547447156204
Akira,1988,FAIL,15757176,38576,0.038576,-3.255124957543322
Beetle Juice,1988,PASS,29544705,144427648,144.427648,4.972778676275085
Bloodsport,1988,FAIL,2954471,23253887,23.253887,3.146472300855578
Child's Play,1988,PASS,17726823,65480292,65.480292,4.1817492118699
Dangerous Liaisons,1988,PASS,27575058,68346751,68.346751,4.224594027292524
Die Hard,1988,PASS,55150116,160231261,160.231261,5.0766181529257866
Midnight Run,1988,FAIL,59089410,75661244,75.661244,4.326266061046982
My Stepmother Is an Alien,1988,PASS,31514352,27287490,27.28749,3.306428355407832
Mystic Pizza,1988,PASS,11817882,25198114,25.198114,3.226769150446789
Poltergeist III,1988,PASS,18711647,27799598,27.799598,3.325021560160384
Rain Man,1988,FAIL,49241175,340405101,340.405101,5.830136381898339
Scrooged,1988,PASS,63028704,118825964,118.825964,4.777659935238046
The Land Before Time,1988,PASS,24226658,94725930,94.72593,4.550987774750372
The Last Temptation of Christ,1988,FAIL,13787529,16493007,16.493007,2.8029364728884074
They Live,1988,FAIL,7878588,25605411,25.605411,3.24280369633812
Twins,1988,FAIL,29544705,220475172,220.475172,5.395785089907742
Who Framed Roger Rabbit,1988,FAIL,137875291,303547209,303.547209,5.715537147002794
Young Guns,1988,FAIL,25605411,88095701,88.095701,4.478423734929737
Beverly Hills Cop II,1987,FAIL,41007948,315074388,315.074388,5.752808763327001
Evil Dead II,1987,FAIL,7176391,12144594,12.144594,2.4968841325005484
Fatal Attraction,1987,FAIL,28705563,321185920,321.18592,5.772020145495359
"Good Morning, Vietnam",1987,FAIL,26655166,254090104,254.090104,5.537688944270603
Hellraiser,1987,PASS,2050397,29861988,29.861988,3.3965863672558885
Lethal Weapon,1987,FAIL,30755961,133670224,133.670224,4.895375751750661
Predator,1987,FAIL,36907153,122481612,122.481612,4.807960912595282
Radio Days,1987,FAIL,32806358,30331075,30.331075,3.41217276452771
RoboCop,1987,FAIL,246047687,112289613,112.289613,4.721081364145166
Spaceballs,1987,FAIL,46544021,78160088,78.160088,4.358759133629492
Superman IV: The Quest for Peace,1987,PASS,34856756,23021501,23.021501,3.136428605338324
The Last Emperor,1987,FAIL,51259935,90184679,90.184679,4.501859556765604
The Lost Boys,1987,FAIL,17428378,66069067,66.069067,4.190700664555679
The Princess Bride,1987,FAIL,30755961,63269112,63.269112,4.147397247972581
Aliens,1986,PASS,36104000,180860331,180.860331,5.1977250814555225
Crocodile Dundee,1986,FAIL,10618824,371241520,371.24152,5.916852848105191
Highlander,1986,PASS,33980236,12530212,12.530212,2.5281426881583013
Howard The Duck,1986,FAIL,63712942,34608390,34.60839,3.5440961382179426
Little Shop of Horrors,1986,FAIL,63712942,82290329,82.290329,4.4102535916652865
Peggy Sue Got Married,1986,PASS,38227765,87887418,87.887418,4.476056654513893
Platoon,1986,FAIL,12742588,293001649,293.001649,5.680178236987579
Stand By Me,1986,FAIL,16990118,111046165,111.046165,4.709946015750428
The Clan of the Cave Bear,1986,PASS,31856471,4149267,4.149267,1.4229316921362845
Top Gun,1986,FAIL,31856471,381854174,381.854174,5.945038792268496
Back to the Future,1985,FAIL,41136059,455981879,455.981879,6.122453069689682
Brazil,1985,PASS,32475836,21497131,21.497131,3.067919484368995
Commando,1985,FAIL,21650558,75937118,75.937118,4.32990560306954
Ladyhawke,1985,FAIL,43301115,39837026,39.837026,3.6847967813356752
Legend,1985,FAIL,54126394,33562937,33.562937,3.513422392668489
Red Sonja,1985,PASS,38754498,14951574,14.951574,2.704816578575631
Return to Oz,1985,PASS,58456506,22990322,22.990322,3.13507334476661
The Color Purple,1985,PASS,32475836,202626921,202.626921,5.3113664605784505
A nightmare on Elm Street,1984,FAIL,78450540,141379105,141.379105,4.951444970265846
Amadeus,1984,PASS,40345992,116494634,116.494634,4.75784521185912
Beverly Hills Cop,1984,FAIL,33621660,526202467,526.202467,6.265686056926635
Body Double,1984,FAIL,22414440,19729056,19.729056,2.9820924729699527
Conan the Destroyer,1984,FAIL,40345992,59174122,59.174122,4.080484317943121
Dune,1984,FAIL,100864980,61521969,61.521969,4.119394330536967
Friday the 13th Part IV: The Final Chapter,1984,PASS,5827754,73924796,73.924796,4.3030483061811315
Ghostbusters,1984,FAIL,67243320,534880544,534.880544,6.282043439721825
Gremlins,1984,FAIL,24655884,332111304,332.111304,5.805470165743802
Indiana Jones and the Temple of Doom,1984,FAIL,62760432,403191555,403.191555,5.999411771597335
Police Academy,1984,FAIL,10086498,182002774,182.002774,5.204021928718882
Repo Man,1984,FAIL,3362166,5155321,5.155321,1.6400293851713748
Splash,1984,FAIL,17931552,140313263,140.313263,4.943877515783703
Star Trek III: The Search for Spock,1984,FAIL,40345992,171405568,171.405568,5.144032491050275
The Karate Kid,1984,PASS,89657760,395820224,395.820224,5.9809601283764735
The Terminator,1984,FAIL,14345242,85217529,85.217529,4.445207152110434
Flashdance,1983,PASS,16375486,211626424,211.626424,5.354822569314299
Star Wars: Episode VI - Return of the Jedi,1983,FAIL,76029041,723340482,723.340482,6.583880040766868
Superman III,1983,PASS,91234849,140245796,140.245796,4.943396568908982
Videodrome,1983,FAIL,13923842,4960460,4.96046,1.6014984783720527
WarGames,1983,FAIL,28072261,174127177,174.127177,5.159785934534376
Blade Runner,1982,FAIL,67571504,78808471,78.808471,4.367020491086122
Cat People,1982,PASS,30165850,16892876,16.892876,2.826891994595176
Conan the Barbarian,1982,FAIL,48265360,92341492,92.341492,4.525493574626455
Diner,1982,FAIL,12066340,30390060,30.39006,3.414115581260415
E.T.: The Extra-Terrestrial,1982,FAIL,25339314,1050038377,1050.038377,6.956581992007461
Fast Times at Ridgemont High,1982,FAIL,10859706,65382380,65.38238,4.1802528032031
First Blood,1982,FAIL,33785752,113937390,113.93739,4.735649086996836
Friday the 13th Part III,1982,FAIL,5429853,88542965,88.542965,4.483487914432475
Poltergeist,1982,PASS,25821968,180285645,180.285645,5.194542509735153
Porky's,1982,FAIL,9653072,264234708,264.234708,5.57683775363403
Star Trek: The Wrath of Khan,1982,FAIL,28959216,192851397,192.851397,5.2619199285999985
The Best Little Whorehouse in Texas,1982,PASS,49471994,168208730,168.20873,5.125205648688987
Tootsie,1982,FAIL,36199020,427631090,427.63109,6.058260884646229
TRON,1982,FAIL,41025556,64961738,64.961738,4.173798450421624
Das Boot,1981,FAIL,30742635,29430119,29.430119,3.382018605730241
Escape from New York,1981,FAIL,15371317,64674049,64.674049,4.169360023673299
Friday the 13th Part 2,1981,FAIL,3202358,55651281,55.651281,4.019105096324548
Halloween II,1981,PASS,6404716,65414737,65.414737,4.180747569470159
Heavy Metal,1981,FAIL,23825542,50138908,50.138908,3.9147973134742338
History of the World: Part I,1981,FAIL,28180748,81140060,81.14006,4.396176797240685
Raiders of the Lost Ark,1981,FAIL,51237724,635757611,635.757611,6.4548173759175524
The Evil Dead,1981,FAIL,960707,6148527,6.148527,1.816212540935678
Time Bandits,1981,FAIL,30742635,95814545,95.814545,4.562414500174643
Airplane!,1980,FAIL,9897188,235987236,235.987236,5.463777718817215
Can't Stop the Music,1980,PASS,56555357,5655536,5.655536,1.7326348884539653
Fame,1980,PASS,50899822,63498970,63.49897,4.151023685294652
Flash Gordon,1980,FAIL,98971875,76655018,76.655018,4.339315069580731
Friday the 13th,1980,FAIL,48072054,183810620,183.81062,5.21390598844824
Heaven's Gate,1980,FAIL,124421786,9852879,9.852879,2.2877636967412327
Private Benjamin,1980,PASS,42416518,197512086,197.512086,5.285799777405551
Raging Bull,1980,FAIL,50899822,66113787,66.113787,4.191377303020547
Somewhere in Time,1980,FAIL,14421616,27456486,27.456486,3.3126024241978413
Star Wars: Episode V - The Empire Strikes Back,1980,FAIL,65038661,820821721,820.821721,6.710305937272988
Superman II,1980,FAIL,152699465,305924063,305.924063,5.723336911024841
The Blues Brothers,1980,FAIL,76349732,161832844,161.832844,5.086563975371778
The Fog,1980,PASS,50899822,83450574,83.450574,4.42425452845447
The Shining,1980,FAIL,53727589,124470916,124.470916,4.824072082188828
Alien,1979,PASS,28886103,259752278,259.752278,5.559728399912006
Apocalypse Now,1979,FAIL,101101360,252913878,252.913878,5.533049027615157
Moonraker,1979,FAIL,99496576,225632559,225.632559,5.418907831019024
Star Trek: The Motion Picture,1979,FAIL,112334844,264014024,264.014024,5.576002222947555
The Amityville Horror,1979,PASS,59376989,209370867,209.370867,5.344107162683008
Animal House,1978,FAIL,10712118,505611968,505.611968,6.225769513438572
Dawn of the Dead,1978,FAIL,99979768,210638678,210.638678,5.350144239057459
Days of Heaven,1978,PASS,10712118,12307327,12.307327,2.5101947760817933
Grease,1978,PASS,21424236,649203517,649.203517,6.475746253062607
Halloween,1978,FAIL,53560590,208062006,208.062006,5.337836141045853
I Spit on Your Grave,1978,FAIL,6248735,332258,0.332258,-1.1018435034243323
Superman,1978,FAIL,196388829,479253080,479.25308,6.172228808613501
The Deer Hunter,1978,FAIL,53560590,178535299,178.535299,5.184786335170448
A Bridge Too Far,1977,FAIL,99921804,195231833,195.231833,5.274187739576518
Annie Hall,1977,PASS,15372585,147005823,147.005823,4.99047219823909
Close Encounters of the Third Kind,1977,FAIL,76862926,637962288,637.962288,6.458279171879873
Eraserhead,1977,FAIL,384315,26902024,26.902024,3.2922015254129713
High Anxiety,1977,FAIL,13066697,119379800,119.3798,4.7823100074166005
Julia,1977,PASS,23058878,250220,0.25022,-1.3854147480928831
Star Wars,1977,FAIL,42274609,1771682790,1771.68279,7.479685102725042
Assault on Precinct 13,1976,FAIL,122754817,82003880,82.00388,4.406766563218007
Family Plot,1976,PASS,12275482,54012120,54.01212,3.9892084658248326
Logan's Run,1976,FAIL,28642791,102295681,102.295681,4.627867453102503
Network,1976,PASS,15548943,96934884,96.934884,4.574039454112269
Rocky,1976,FAIL,4091827,479705967,479.705967,6.1731733474550445
Silent Movie,1976,FAIL,18004040,147901939,147.901939,4.996549479840417
Sparkle,1976,PASS,40918272,99830228,99.830228,4.603471023228327
Taxi Driver,1976,FAIL,4091827,115645570,115.64557,4.750530082712483
Barry Lyndon,1975,FAIL,47609104,86562007,86.562007,4.46086100105858
Jaws,1975,FAIL,51937204,1125306085,1125.306085,7.025810353188234
Monty Python and the Holy Grail,1975,FAIL,1731240,14835412,14.835412,2.697017025517577
One Flew Over the Cuckoo's Nest,1975,FAIL,19043641,471681892,471.681892,6.156304800746902
The Rocky Horror Picture Show,1975,FAIL,5193720,605399166,605.399166,6.405888018985084
Black Christmas,1974,PASS,42513535,76693179,76.693179,4.339812773519014
Blazing Saddles,1974,FAIL,12281688,564485269,564.485269,6.335914287589343
The Conversation,1974,FAIL,7557962,20878869,20.878869,3.0387375948807045
The Godfather: Part II,1974,PASS,61408439,270669505,270.669505,5.600898537891788
The Texas Chain Saw Massacre,1974,FAIL,661322,125520924,125.520924,4.8324724697743555
The Towering Inferno,1974,FAIL,661322,125520924,125.520924,4.8324724697743555
Young Frankenstein,1974,FAIL,13226433,407657562,407.657562,6.010427513163777
American Graffiti,1973,FAIL,4074506,603047833,603.047833,6.40199651862258
High Plains Drifter,1973,FAIL,82329139,82329139,82.329139,4.410725103342374
Sleeper,1973,FAIL,10487788,96197818,96.197818,4.5664066755017405
The Exorcist,1973,PASS,62926730,1074306128,1074.306128,6.979430269835693
The Sting,1973,FAIL,28841418,837011132,837.011132,6.729837370281558
Pink Flamingos,1972,PASS,66866,2305762,2.305762,0.835411207500502
The Godfather,1972,FAIL,39004975,752051643,752.051643,6.622804995794002
Escape from the Planet of the Apes,1971,FAIL,14386286,70780525,70.780525,4.259583892239343
Shaft,1971,FAIL,305063707,404702718,404.702718,6.003152767945257
Straw Dogs,1971,FAIL,143862856,59412143,59.412143,4.08449863308555
The French Connection,1971,FAIL,12659931,236848653,236.848653,5.4674213422098275
Willy Wonka & the Chocolate Factory,1971,FAIL,17263543,23018057,23.018057,3.136278994866111
Beyond the Valley of the Dolls,1970,PASS,5997631,53978683,53.978683,3.988589209367067
